polarity,id,date,query,user,tweet,cleaned_tweet
0,1991862255,Mon Jun 01 07:47:41 PDT 2009,NO_QUERY,kristalflentge,"@stlellen  Yes, me.  And I was all weekend too. ",steal yes I I weekend
0,2049373169,Fri Jun 05 16:46:03 PDT 2009,NO_QUERY,LynzMichelle,@GallifreyReject You bit me ,galifreyreject bit I
0,1793571326,Thu May 14 03:12:08 PDT 2009,NO_QUERY,victoria911,"Back is really bad again, am doped up on painkillers. Fed up with it ",back really bad hope painkiller feed
0,2302243262,Tue Jun 23 16:32:07 PDT 2009,NO_QUERY,joelrakes,time is going by way too quickly. only 3 days left at camp!?!? ,time go way quickly day leave camp
0,2184383095,Mon Jun 15 15:49:49 PDT 2009,NO_QUERY,amy__xx,been playing the wii dance mat omg insane!! so much harder with the feet and controller nothing like what it was on play station ,play I dance mat org insane much hard foot controller nothing like play station
0,1792042887,Wed May 13 21:56:13 PDT 2009,NO_QUERY,bmichelle,@TonyKingisFunny Like...I'm trying to find a silver lining in that cloud...BUT....nothing about that sounds good...sorry ,tonykingisfuny like try find silver line cloudbutnothe sound godson
0,1564728294,Mon Apr 20 04:42:37 PDT 2009,NO_QUERY,C_Scot,I could not be more tired ,I could not tired
0,1972742066,Sat May 30 09:48:02 PDT 2009,NO_QUERY,SarahSpain,no #cubs blog today....my computer died ,no cub blow today computer die
0,2001525740,Tue Jun 02 01:10:26 PDT 2009,NO_QUERY,bambooisyummi,@CforrClemmensen phewph ur not bleeding but theres a mark ,cforclemensen phewph not bleed mark
0,1977277262,Sat May 30 20:34:02 PDT 2009,NO_QUERY,iCharlyy,@PerezHilton: Wouldn't he just go to jail ,perezhilton would not go jail
0,1685763353,Sun May 03 01:57:29 PDT 2009,NO_QUERY,sunshinebliss,"it's confirmed. swine flu came to CSULB and LA County.  everyone, use proper hygiene and be careful. http://bit.ly/3KSTi",confirm swine fly come could la county everyone use proper hygienic careful htpbitlyksti
0,2256923581,Sat Jun 20 13:30:53 PDT 2009,NO_QUERY,bachenbach,@burbankhays blahhhhh i wish i could go to that  see you august 27th!,burbankhay bah I wish I could go see august th
0,2053275754,Sat Jun 06 03:57:39 PDT 2009,NO_QUERY,Mogleyxoxo,brother and mum are in the UK im very bored  &lt;3,brother sum bored
0,2050035040,Fri Jun 05 17:57:01 PDT 2009,NO_QUERY,suaveguy321,Got down to the bare essentials though I know I shouldn't lay down since Morpheus is calling me  http://myloc.me/2K4m,get bare essential though I know I not lie since morpheus call I htpmylocmekm
0,2053514095,Sat Jun 06 04:49:32 PDT 2009,NO_QUERY,aishazam,monday is getting faster more than me to my text books oh no ,monday get fast I text book oh no
0,1557617351,Sun Apr 19 05:08:52 PDT 2009,NO_QUERY,bittersweet,@rainbowjutsu knows the feeling  smoochiez xxx,rainbowjutsu know feel sachiez xxx
0,2047114367,Fri Jun 05 13:10:17 PDT 2009,NO_QUERY,marley_bean,I dont know why this guy doesnt like me...i never did anything to him ,I know guy like I never anything
0,2266284075,Sun Jun 21 08:14:07 PDT 2009,NO_QUERY,QuiggAddict,is completly gutted that she cant see Eoghan Quigg ,completely gutte see afghan quit
0,2244367096,Fri Jun 19 14:39:14 PDT 2009,NO_QUERY,Ucankickrocks,Mani/Pedi time. Too bad I can't bend over to touch my toes since my back is hurting so bad ,manipedi time bad I not bend touch toe since back hurt bad
0,1675818693,Fri May 01 20:24:15 PDT 2009,NO_QUERY,stephanie073,@LadyHAHA so lucky s you...I don't stop twittering her and she won't answer  one day....,ladyhaha lucky not stop glitter not answer one day
0,2225725930,Thu Jun 18 11:04:21 PDT 2009,NO_QUERY,PistaPants,"is *so* stinkin' tired..I need more iron or a big year long nap. UGH! 2 coffees, a vitamin and veggies and I still feel like crapola!! ",stink tired need iron big year long nap ugh coffee vitamin veggie I still feel like crapola
0,2252599043,Sat Jun 20 06:36:46 PDT 2009,NO_QUERY,KaiBass,http://twitpic.com/7wcem - Gang Bang (L) Miss them all  (except Blondie Bitch),htptwitpicomwcem gang bang l miss except blonde bitch
0,2297632033,Tue Jun 23 10:40:52 PDT 2009,NO_QUERY,jamesh_1993,"@benpire glad you had a good day. I didn't, load of crap  how was the Chinkeese?",empire glad good day I not load cap chinese
0,1972629392,Sat May 30 09:35:08 PDT 2009,NO_QUERY,TheSinginGrace,@MakinItMatter I didn't do it on purpose gurl! I told ya already Twitter has been majorly insane messin with my profile!! ,makinitmater I not purpose girl I tell already twitter majority insane resin profile
0,2245810099,Fri Jun 19 16:40:18 PDT 2009,NO_QUERY,williamtm,@nicholas_c That's happened to me too. ,nichola happen I
0,2197705227,Tue Jun 16 15:01:59 PDT 2009,NO_QUERY,GhostCleve,@Cloud8745 hey Aaron can you give your old video to orther people on YouTube so they can upload it? I watches all the video on my iPhone ,cloud hey aaron give old video people couture unload I watch video phone
0,2058153519,Sat Jun 06 14:22:20 PDT 2009,NO_QUERY,IanBrandon,Is Demi Lovato and Trace Cyrus Together? &lt;/3 ,semi potato trace cyrus together
0,1834606145,Mon May 18 03:34:20 PDT 2009,NO_QUERY,P0150N0U5F15H,@stickypop  | Wish I was eating dinner whilst watching Dragons Den rather than revising for the maths exam ,stickypop wish I eat dinner whilst watch dragoon den rather revise bath exam
0,1468679127,Tue Apr 07 03:07:17 PDT 2009,NO_QUERY,nikg83,Been with O2 for 18 months now. In need of phone upgrade. iPhone comes to ï¿½500+ over contract life  Need smartphone with cheapo talk plan!,month need phone upgrade phone come I contract life need smartphone cheap talk plan
0,2235279371,Fri Jun 19 00:50:29 PDT 2009,NO_QUERY,alicia_g,@primocut How's your hand??? Are you OK? ,primocut hand ok
0,2013839923,Tue Jun 02 23:43:18 PDT 2009,NO_QUERY,janeybelle15,@joek949 you are good! Sunshine  where are you? Overcast and quite chilly here in brum!,joke good sunshine overcast quite chilly rum
0,1967637442,Fri May 29 19:56:48 PDT 2009,NO_QUERY,env420,@ElysiumEludes  #wish27 Awww...that sucks. ,elysiumelude wish suck
0,2018593671,Wed Jun 03 10:12:23 PDT 2009,NO_QUERY,BreY_,"Oh hello twitworld, has been a while. Just finished my remix for @BD1982 's &quot;Let's Talk Maths&quot;....now back to this graphics work ",oh hello twitworld finish remain outlet talk mathsquotnow back graphic work
0,1980538517,Sun May 31 07:01:29 PDT 2009,NO_QUERY,vboykis,@16thstreetj Probably the terrorist since tix are $35/person. ,thstretj probably terrorist since six person
0,2206513389,Wed Jun 17 06:39:32 PDT 2009,NO_QUERY,martice,Huh? I missed treasury west....... I thought I had a half hour?  Well now I'll wait for main...,hut I miss treasury west I think I half hour well I wait main
0,1979440469,Sun May 31 03:03:25 PDT 2009,NO_QUERY,Cezwald,"Woke up about an hour ago,@Renderss stayed at mine last nite and she is still asleep haha,got work later on, a nice day too ",wake hour agorender stay mine last note still asleep hahagot work later nice day
0,1753340543,Sun May 10 01:09:57 PDT 2009,NO_QUERY,rtwelve,here i am oh here i am when will someone understand ,I oh I someone understand
0,1824013128,Sat May 16 23:44:14 PDT 2009,NO_QUERY,veronicacindy,Long day! Daddy cakes just left  but i get to see him tmrw!! game 7 bby! lol Celtics and lakers gettin innn! well gnight tweets ILY daddy,long day daddy cake leave I get see mr game celtic layer get inn well night sweet ill daddy
0,2229957022,Thu Jun 18 16:26:36 PDT 2009,NO_QUERY,SM0KEAL0T,i cant get my tweetdeck to work ,I get twetdeck work
0,1825099076,Sun May 17 04:20:23 PDT 2009,NO_QUERY,Fifi1976,@cfdj71 LOL Am i not allowed wee glass of wine with my dinner ,code I not allow wee glass wine dinner
0,1881823900,Fri May 22 05:38:37 PDT 2009,NO_QUERY,PENLDN,@cacaubrazil yeah I'm sure I will I think I'm gonna miss the basketball though as I'll be on the plane ,cacaubrazil yeah I sure I I think I na miss basketball though I plane
0,1771161775,Mon May 11 23:23:56 PDT 2009,NO_QUERY,grantalias,The problem of going to sleep before 9pm is that I wake up at 2am wide awake. ,problem go sleep pm I wake wide awake
0,1983996517,Sun May 31 14:14:20 PDT 2009,NO_QUERY,super_cooper,smashed my face into a sliding glass door  lol i'm a dumb ass. my nose hurts. &amp; i feel bummed. fuck twitter nobody reads this anyway k bye,smash face slide glass door I dumb ass nose hurt amp I feel sum fuck twitter nobody read anyway k bye
0,1833490442,Sun May 17 23:27:16 PDT 2009,NO_QUERY,janicetansy,@deliciatan you have had the flu for ages now ,deliciatan fly age
0,2000256042,Mon Jun 01 21:43:41 PDT 2009,NO_QUERY,suzechooch,so the pic i have as my av has been my phone wallpaper since it was taken in feb. i just changed it...im sad now ,pick I phone wallpaper since take feb I change item sad
0,1957650667,Fri May 29 01:10:00 PDT 2009,NO_QUERY,ASA_Gary,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.,I lose follower something I say I swear I not frebale last time I mention thing
0,2047457741,Fri Jun 05 13:40:53 PDT 2009,NO_QUERY,muppethair,@diannaLenny rainy day in New York too ,dianaleny rainy day new york
0,2240694052,Fri Jun 19 10:03:08 PDT 2009,NO_QUERY,Donnachain,Passed my exams have a degree in HR Scored winning try in Tag but was denied a try by ref guess it dont help his wife is on da other team ,pass exam degree score win try tag deny try red guess help wife da team
0,2218282036,Wed Jun 17 22:12:01 PDT 2009,NO_QUERY,kkgirl3,"@_J_A_M_E_S lol, there's so much thunder and lightning and storms outside, I'm SCARED!  (Seriously)",_ much thunder lightning storm outside I scared seriously
0,2061735269,Sat Jun 06 21:30:01 PDT 2009,NO_QUERY,babyjia78,Finally its gona rain. Tears of heaven for the grounds....but thunder &amp; lightning make me scared ,finally go rain tear heaven groundsbut thunder amp lightning make I scared
0,2264479213,Sun Jun 21 04:00:16 PDT 2009,NO_QUERY,DJDamageSA,"@SheetalMakhan Nee it was just right, the cup is not that big ;) i forgot about them ",shetalmakhan nee right cup not big I forget
0,2011538293,Tue Jun 02 19:10:36 PDT 2009,NO_QUERY,hiqueen08,is not feeling well..over work &amp; fatigue  http://plurk.com/p/y01t6,not feel recover work amp fatigue htplurkcompyt
0,2054386342,Sat Jun 06 07:14:19 PDT 2009,NO_QUERY,girlsaloudmedia,"@themib someone told me after the 4th it would be ok, but its not  got hotmail but not flickr and twitter",someone tell I th would ok not get hotmail not flick twitter
0,1991721233,Mon Jun 01 07:32:49 PDT 2009,NO_QUERY,Birdicus86,he does however keep playing with his balls ,however keep play ball
0,2050577899,Fri Jun 05 18:55:25 PDT 2009,NO_QUERY,hannuhhhx3,@TheAnnaLove aww so sorry hun! ,theanalove sorry run
0,1754440314,Sun May 10 06:16:48 PDT 2009,NO_QUERY,emilyporterpix,Eventually I am going to have to come to terms with the fact that the only energy drink I like has most likely been discontinued. ,eventually I go come term fact energy drink I like likely discontinue
0,2017710818,Wed Jun 03 08:49:53 PDT 2009,NO_QUERY,CoolDadof3,California has only $6 for every $10 in bills to pay. That is the good news. Bad news-by July it will have no money to pay any bill ,california every bill pay good news bad newby july no money pay bill
0,2208216074,Wed Jun 17 08:55:31 PDT 2009,NO_QUERY,sammychan08,I want to wawtch True Blood  #trueblood,I want watch true blood treble
0,2003139081,Tue Jun 02 05:57:37 PDT 2009,NO_QUERY,Kayylii,My hair is black ,hair black
0,2215315076,Wed Jun 17 17:58:28 PDT 2009,NO_QUERY,rache183093,@GDGOfficial i wish you were coming to boston ,gdgoficial I wish come boston
0,1969697368,Sat May 30 00:54:20 PDT 2009,NO_QUERY,XtremeOutlaw,"sorry , havent tweeted in a while. surgery on my arm, wrestling career definately over.  it definately hurts to know its over.",sorry treat surgery arm wrest career definitely definitely hurt know
0,1999792166,Mon Jun 01 20:49:54 PDT 2009,NO_QUERY,chricket,Chillaxin just gots back frum my home girls house watched Raw Flare got his ass kicked ,chilaxin get back home girl house watch raw flare get ass kick
0,2180915558,Mon Jun 15 11:06:54 PDT 2009,NO_QUERY,_magic8ball,@MercedesDG Very doubtful ,mercedesdg doubtful
0,2212245785,Wed Jun 17 13:51:29 PDT 2009,NO_QUERY,DramaticMakeup,My eyes hurt really badly today.  Don't know why.,eye hurt really badly today not know
0,2228916729,Thu Jun 18 15:02:57 PDT 2009,NO_QUERY,DriftVelocity,@adlib77 well.  poop. ,admit well poor
0,2050434009,Fri Jun 05 18:39:43 PDT 2009,NO_QUERY,purlywhirls,http://twitpic.com/6pq9w - @alphacat1 haha theee only good picture i took that night  it was taken through a mixture of shaky hands  ...,htptwitpicompqw alphabet hata good picture I take night take mixture shake hand
0,2263837428,Sun Jun 21 01:57:38 PDT 2009,NO_QUERY,_JADASMITH_,I is sad..my aunt promised to get me a new slingshot cuz she brokd mine..but she hasnt got it yet. ,I sadly aunt promise get I new slingshot cut break minebut get yet
0,2013522234,Tue Jun 02 22:53:04 PDT 2009,NO_QUERY,ewwJalanis,"my phone had a nice run. no more txting fer me,inless you can understand words without, abcdghi.  so call nigguhs.  i NEED new phone.",phone nice run no take mile understand word without abcdghi call night I need new phone
0,2202277793,Tue Jun 16 21:31:36 PDT 2009,NO_QUERY,marieland,@photojennylee Biking under the influence is not a good idea  No one takes me seriously when I tell them...,photojenyle like influence not good idea no one take I seriously I tell
0,2062364376,Sat Jun 06 23:01:36 PDT 2009,NO_QUERY,lupin_bebop,@jamieharrington No. I'm rendering video right now. I wish I was though.  I will be soon!,jamieharington no I render video right I wish I though I soon
0,1759388716,Sun May 10 19:06:16 PDT 2009,NO_QUERY,Ashsnumber1fan,"look at this, another weekend gone already  ughhhh tomorrows monday...wake me up when its friday lol nite every1! ily ash xoxo &lt;3",look another weekend go already ugh tomorrow mondaywake I friday note every ill ash
0,2202105766,Tue Jun 16 21:15:01 PDT 2009,NO_QUERY,HeriCabral,@carldeleon you know who hasn't talked to me in awhile? that @aldenpolicar dude ,carldeleon know not talk I awhile aldenpolicar due
0,1676334652,Fri May 01 21:44:41 PDT 2009,NO_QUERY,Jedi_Amara,http://tinyurl.com/cnsqag i'm pretty sure twitter used to display when you joined in their sidebar. fail for taking that out ,htptinyurlcomcnsqag I pretty sure twitter use display join sideboard fail take
0,1470126060,Tue Apr 07 08:25:33 PDT 2009,NO_QUERY,findingurstyle,"@SecndCitySoiree you know, I'm tempted to make the switch. first @Dell 's customer service was great, but now i feel    http://bit.ly/AdSB",secndcitysoire know I tempt make switch first well customer service great I feel htpbitlyadsb
0,1573040927,Mon Apr 20 23:29:22 PDT 2009,NO_QUERY,MiDesfileNegro,@devilswhore_x OMFG really? Noooooo ,devilswhore_x really no
0,2199354863,Tue Jun 16 17:22:56 PDT 2009,NO_QUERY,eshla,@joeymcintyre Love the idea for Lets get this!  I took my books to the Scranton concert. I never got anything for the mp3 download.  ,joeymcintyre love idea let get I take book stanton concert I never get anything download
0,2186149842,Mon Jun 15 18:25:38 PDT 2009,NO_QUERY,MindyCyrus,@noahcyrus8 ok  dat sucks,noahcyrus ok dat suck
0,1977056697,Sat May 30 19:59:23 PDT 2009,NO_QUERY,ashlynmckesson,Watched Twilight with my family! They actually liked it! It made be happy. I got burnt on the boat today ,watch twilight family actually like make happy I get burn boat today
0,2065541605,Sun Jun 07 08:48:29 PDT 2009,NO_QUERY,SecretHQTweets,Yikes!  Another weekend slipped away without any proper time off.    #fb,like another weekend slip away without proper time ff
0,2229522914,Thu Jun 18 15:50:34 PDT 2009,NO_QUERY,LuvToSparkLe,Boooo! My dr was closed! ,dr close
0,2199473604,Tue Jun 16 17:33:07 PDT 2009,NO_QUERY,ashleyobvs,@BobbyTML  you sadden me.  P.s id have replied early but im in no service land jsyk,bobytml sadden I reply early no service land ask
0,2221883149,Thu Jun 18 06:09:22 PDT 2009,NO_QUERY,mielarrastia,@SpeedyRockett what's that for? math? or language? 2nd week and homework's piling up. crappo. ,spedyrocket path language nd week homework pile cap
0,2245840863,Fri Jun 19 16:42:59 PDT 2009,NO_QUERY,Scott_M_,@leothewoodlouse They are talking about eating woodlice (correct plural?) on QI ! ,leothewodlouse talk eat woodlice correct plural I
0,1979006785,Sun May 31 01:15:51 PDT 2009,NO_QUERY,Fatafeat,@Noufah I guess no one can guess what's in your gift bag ,noah I guess no one guess gift bag
0,2202865021,Tue Jun 16 22:33:42 PDT 2009,NO_QUERY,Sara413,&lt;---- HEADACHE ,headache
0,1692256749,Sun May 03 19:36:27 PDT 2009,NO_QUERY,misso415,school tomorrow  ugh,school tomorrow ugh
0,2187865712,Mon Jun 15 20:55:37 PDT 2009,NO_QUERY,katherinehansen,NHL 2K9 is kicking my ass. ,nl k kick ass
0,1677784231,Sat May 02 03:58:39 PDT 2009,NO_QUERY,darlynnnnn,@djFerrari we shall have one of those nights again! Sorry for the random noises   (embarassed now),djferari shall one night sorry random noise embrace
0,2206579735,Wed Jun 17 06:45:27 PDT 2009,NO_QUERY,_Janet_,@clairabellejp I know.  I cnt imagine wht any scarring wld look lk after removal. But I think having tattoos on the face is not gd anyway!,clairabelejp I know I cut imagine scar old look removal I think tattoo face not go anyway
0,2002968694,Tue Jun 02 05:35:30 PDT 2009,NO_QUERY,Moritzaa,@MrJoshh help i need a break  the stress is getting to me. Halo at 2 please for 30 mins or so? x x x,mrjosh help I need break stress get I halo please mind x x x
0,2187872768,Mon Jun 15 20:56:17 PDT 2009,NO_QUERY,neysa222,Gloomy weather...only you on dvd.. Bad combo ,gloomy weatheronly bad comb
0,2070395099,Sun Jun 07 17:37:07 PDT 2009,NO_QUERY,justlikeanovel,@lordtrilink I know....3 weeks! It was the same last summer too ,lordtrilink I know week last summer
0,2265873437,Sun Jun 21 07:28:38 PDT 2009,NO_QUERY,gav_taylor,still waiting for his server to be rebooted - almost 15 hours off-line now ,still wait server report almost hour online
0,2053411946,Sat Jun 06 04:27:48 PDT 2009,NO_QUERY,Bozzy74,@willcarling would be good if you can give commentry as i dont have sky and cannot watch it ,wilcarle would good give coventry I sky not watch
0,1982357986,Sun May 31 11:02:57 PDT 2009,NO_QUERY,CeeJayLxEnts,What a munch! Just ate at negril! What u know about a carribean omlette! How will I ever eat uk food again! ,much eat negro u know caribbean complete I ever eat food
0,2176632441,Mon Jun 15 04:22:34 PDT 2009,NO_QUERY,paranoidxo,"@JonasAustralia It was my Dad, and I was like, &quot;Oh. It's you.&quot; Sad face  LOL.",jonasaustralia dad I like quoth bouquet sad face
0,2254495801,Sat Jun 20 09:50:18 PDT 2009,NO_QUERY,juliec3,"Didn't sleep well...not up to par....so I don't think today, that my energy is going to go very far ",not sleep go tarso I not think today energy go go far
0,1972837775,Sat May 30 09:59:03 PDT 2009,NO_QUERY,Vischnu,Ran 10 km on 1:1:58... Not so very good ,run km not good
0,1572908999,Mon Apr 20 22:59:35 PDT 2009,NO_QUERY,ally_ugadawg,"@DrGray10 Watch out, tweetdeck is addictive  I've wasted waaaay too many hours lately, lol.",gray watch twetdeck adjective I waste way many hour lately
0,2185622198,Mon Jun 15 17:39:30 PDT 2009,NO_QUERY,ClarissaG,"@sasuraiger Same here. By the time I can get there, I'm sure it'll be gone. ",sasuraiger time I get I sure go
0,2226663143,Thu Jun 18 12:13:44 PDT 2009,NO_QUERY,juxtaposelove,rain rain go away ... no power ,rain rain go away no power
0,1678745461,Sat May 02 07:36:30 PDT 2009,NO_QUERY,oohlookacat,home now. tired. finally going to give up my laptop &amp; start using the mac full time ,home tired finally go give lawton amp start use mac full time
0,2244263712,Fri Jun 19 14:31:06 PDT 2009,NO_QUERY,chaynadoll,i soooooo don't get this. lol ,I not get
0,2179922501,Mon Jun 15 09:46:06 PDT 2009,NO_QUERY,MandinaM,"damn it! Just put curry powder in my chilli by mistake.  have been looking forward to that all day, god knows what it will taste like now!",damn put carry powder chill mistake look forward day god know taste like
0,2069231560,Sun Jun 07 15:30:04 PDT 2009,NO_QUERY,OMGia,@selenagomez I wish I could call you but it's 6am here and I have to head to school now ,selenagomez I wish I could call I head school
0,2328641454,Thu Jun 25 09:49:26 PDT 2009,NO_QUERY,parkerpeevy,"I wish it were writing day  Alas, it is do laundry and entertain baby day.",I wish write day alas sundry entertain baby day
0,1975719100,Sat May 30 15:45:16 PDT 2009,NO_QUERY,2xtdg,@XChadballX i was meant to be there but have flu so cannot  this sucks!,xchadbalx I mean fly not suck
0,1976118697,Sat May 30 16:37:35 PDT 2009,NO_QUERY,PhaedraKL,"Drives just a little faster to laugh at little kids running after the truck? Anyway, daught 1 scratched her jumps today. Too windy. ",drive little fast laugh little kiss run truck anyway catch scratch jump today windy
0,1972193766,Sat May 30 08:45:09 PDT 2009,NO_QUERY,FantasyDreamer,"@moirarogersbree I have it but haven't read it yet. I use to read 3-4 bks/wk but since I started blogging &amp; twitter, down to 1 bk/wk. ",moirarogersbre I not read yet I use read bask since I start blow amp twitter back
0,1982863713,Sun May 31 12:03:01 PDT 2009,NO_QUERY,suantidad,definitely last.fm is down ,definitely last
0,2259602732,Sat Jun 20 17:51:33 PDT 2009,NO_QUERY,chocolatejedi,gary papa died. if you're from the Philly area u basically grew up watching him on Action News. very sad ,mary papa die phil area u basically grow watch action news sad
0,1688111076,Sun May 03 10:21:53 PDT 2009,NO_QUERY,Wakeboarder843,gotta work the dubs  i wish i could be riding in tampa!,get ta work tub I wish I could ride camp
0,2064165072,Sun Jun 07 05:26:19 PDT 2009,NO_QUERY,srennalls,having a break from that advancing physics ,break advance physics
0,2054877463,Sat Jun 06 08:15:42 PDT 2009,NO_QUERY,mmaayyeettee,i feel like throwing up ,I feel like throw
0,2299019586,Tue Jun 23 12:24:03 PDT 2009,NO_QUERY,asilverchorus1,@hilarrrrious I'm tired of doing work!!!!! ,hilarious I tired work
0,2251005618,Sat Jun 20 02:08:32 PDT 2009,NO_QUERY,asterjin,@fashion_retweet and my parents are not being very supportive and positive about it ,fashion_retwet parent not suppurative positive
0,1678512374,Sat May 02 06:56:44 PDT 2009,NO_QUERY,febzster,@johncmayer i agree with you. i took me just now to realize that ,johncmayer I agree I take I realize
0,2208273630,Wed Jun 17 08:59:52 PDT 2009,NO_QUERY,redvers,@Mooley thanks ;) grass needs cutting again now tho ,money thank grass need cut
0,2066472463,Sun Jun 07 10:35:08 PDT 2009,NO_QUERY,arlenesemeco,So not looking forward to do homework!  sux!  *Arlene*,not look forward homework six alone
0,1971955574,Sat May 30 08:15:18 PDT 2009,NO_QUERY,ComicsAgCancer,coming soon...a MySpace page!!  Even though nobody uses MySpace anymore ,come sonya space page even though nobody use space anymore
0,2246399194,Fri Jun 19 17:32:17 PDT 2009,NO_QUERY,schmuttelicious,"@leopercer aww, i'm sry for your dad ",leopercer I say dad
0,2223106955,Thu Jun 18 07:51:35 PDT 2009,NO_QUERY,wabbie,@mattandkim can't wait.  though the rain will persist and follow you up here. ,matandkim not wait though rain persist follow
0,1834023759,Mon May 18 01:20:05 PDT 2009,NO_QUERY,aniakhaki,@TheFUA shit  The service does not work with classical music or live performances,theft shit service not work classical music live performance
0,2052246593,Sat Jun 06 00:06:19 PDT 2009,NO_QUERY,Letiitaa,Im not tweeting!! What happens to mee?!?!?!? xD jajajaja I guess Im sleepy ,not meet happen I jajajaja I guess sleepy
